"","Date","Concentration"
"1","2020-01-01",23.5462732919255
"2","2020-01-02",32.7883022774327
"3","2020-01-03",34.1593261810653
"4","2020-01-04",33.5773809523809
"5","2020-01-05",26.6428571428571
"6","2020-01-06",26.6964285714286
"7","2020-01-07",40.9209956709957
"8","2020-01-08",42.2397959183673
"9","2020-01-09",38.5119047619048
"10","2020-01-10",34.1607142857143
"11","2020-01-11",30.2098861283644
"12","2020-01-12",29.004917184265
"13","2020-01-13",45.077380952381
"14","2020-01-14",52.6093073593074
"15","2020-01-15",50.2065217391304
"16","2020-01-16",53
"17","2020-01-17",34.5068027210884
"18","2020-01-18",31.1845238095238
"19","2020-01-19",7.25757575757576
"20","2020-01-20",5.1583850931677
"21","2020-01-21",17.4566017316017
"22","2020-01-22",19.0833333333333
"23","2020-01-23",26.8154761904762
"24","2020-01-24",32.6947278911565
"25","2020-01-25",28.3680555555556
"26","2020-01-26",29.2013888888889
"27","2020-01-27",20.8246753246753
"28","2020-01-28",12.905057675244
"29","2020-01-29",16.0186335403727
"30","2020-01-30",17.8429089026915
"31","2020-01-31",21.2916666666667
"32","2020-02-01",17.588768115942
"33","2020-02-02",16.8504174397032
"34","2020-02-03",37.5535714285714
"35","2020-02-04",34.3291925465839
"36","2020-02-05",18.4464285714286
"37","2020-02-06",29.4166666666667
"38","2020-02-07",44.2613636363636
"39","2020-02-08",31.1964285714286
"40","2020-02-09",29.2619047619048
"41","2020-02-10",24.3214285714286
"42","2020-02-11",31.0238095238095
"43","2020-02-12",29.4729437229437
"44","2020-02-13",37.8425324675325
"45","2020-02-14",36.4962121212121
"46","2020-02-15",25.0059523809524
"47","2020-02-16",20.9604037267081
"48","2020-02-17",30.0351731601732
"49","2020-02-18",24.2042295178941
"50","2020-02-19",25.5879917184265
"51","2020-02-20",31.6958874458874
"52","2020-02-21",35.9345238095238
"53","2020-02-22",31.8214285714286
"54","2020-02-23",26.7142857142857
"55","2020-02-24",45.1369047619048
"56","2020-02-25",38.8273809523809
"57","2020-02-26",37.3186288349332
"58","2020-02-27",27.702380952381
"59","2020-02-28",25.4694616977226
"60","2020-02-29",14.8869047619048
"61","2020-03-01",4.33954451345756
"62","2020-03-02",9.52867965367965
"63","2020-03-03",10.8690476190476
"64","2020-03-04",16.9464285714286
"65","2020-03-05",13.5447204968944
"66","2020-03-06",11.6269527573875
"67","2020-03-07",16.4642857142857
"68","2020-03-08",22.672619047619
"69","2020-03-09",29.375
"70","2020-03-10",35.0725108225108
"71","2020-03-11",48.952380952381
"72","2020-03-12",37.9267598343685
"73","2020-03-13",19.2857142857143
"74","2020-03-14",21.8035714285714
"75","2020-03-15",7.56547619047619
"76","2020-03-16",12.7392433653303
"77","2020-03-17",16.2912353347136
"78","2020-03-18",11.7857142857143
"79","2020-03-19",6.90476190476191
"80","2020-03-20",8.73809523809524
"81","2020-03-21",7.72619047619048
"82","2020-03-22",4.10714285714286
"83","2020-03-23",8.33333333333333
"84","2020-03-24",3.02597402597403
"85","2020-03-25",11.6845238095238
"86","2020-03-26",12.0722049689441
"87","2020-03-27",14.0870976849238
"88","2020-03-28",8.15476190476191
"89","2020-03-29",6.23809523809524
"90","2020-03-30",9.370670995671
"91","2020-03-31",7.74016563146998
"92","2020-04-01",8.01242236024845
"93","2020-04-02",6.53049124788255
"94","2020-04-03",11.0807453416149
"95","2020-04-04",7.73214285714286
"96","2020-04-05",5.90553830227743
"97","2020-04-06",10.8452380952381
"98","2020-04-07",7.38244467747573
"99","2020-04-08",12.8757763975155
"100","2020-04-09",11.6024844720497
"101","2020-04-10",8.38509316770186
"102","2020-04-11",8.93167701863354
"103","2020-04-12",3.73291925465838
"104","2020-04-13",NA
"105","2020-04-14",6.77674258109041
"106","2020-04-15",10.5823129251701
"107","2020-04-16",14.8852040816327
"108","2020-04-17",14.4037267080745
"109","2020-04-18",10.3690476190476
"110","2020-04-19",4.97023809523809
"111","2020-04-20",10
"112","2020-04-21",11.9702380952381
"113","2020-04-22",9.46428571428571
"114","2020-04-23",12.8695652173913
"115","2020-04-24",15.9557453416149
"116","2020-04-25",8.62670068027211
"117","2020-04-26",7.11584249084249
"118","2020-04-27",10.3885987201205
"119","2020-04-28",7.3469387755102
"120","2020-04-29",8.3195652173913
"121","2020-04-30",6.23150762281197
"122","2020-05-01",2.2812777284827
"123","2020-05-02",5.30952380952381
"124","2020-05-03",9.67857142857143
"125","2020-05-04",11.6428571428571
"126","2020-05-05",18.2735876959479
"127","2020-05-06",14.6829340431825
"128","2020-05-07",11.8130434782609
"129","2020-05-08",6.90175042348955
"130","2020-05-09",5.68506493506493
"131","2020-05-10",3.04166666666667
"132","2020-05-11",4.69642857142857
"133","2020-05-12",10.0233658680864
"134","2020-05-13",8.43064182194617
"135","2020-05-14",9.54037267080745
"136","2020-05-15",13.1080637788712
"137","2020-05-16",8.19927536231884
"138","2020-05-17",5.74404761904762
"139","2020-05-18",13.8614718614719
"140","2020-05-19",20.6149068322981
"141","2020-05-20",16.944099378882
"142","2020-05-21",20.5050818746471
"143","2020-05-22",18.7267080745342
"144","2020-05-23",11.327380952381
"145","2020-05-24",4.7851966873706
"146","2020-05-25",14.4416962437149
"147","2020-05-26",12.8684359119142
"148","2020-05-27",12.5155279503106
"149","2020-05-28",10.8251996450754
"150","2020-05-29",17.2803500846979
"151","2020-05-30",9.40476190476191
"152","2020-05-31",5.16666666666667
"153","2020-06-01",14.9323593073593
"154","2020-06-02",14.4285714285714
"155","2020-06-03",18.8447204968944
"156","2020-06-04",14.9751552795031
