"","Date","Concentration"
"1","2020-01-01",28.6407322654462
"2","2020-01-02",33.4992025518341
"3","2020-01-03",31.2434210526316
"4","2020-01-04",29.3574561403509
"5","2020-01-05",28.75
"6","2020-01-06",36.2438596491228
"7","2020-01-07",42.343773217629
"8","2020-01-08",51.3343578808682
"9","2020-01-09",45.9984571111573
"10","2020-01-10",46.539653784219
"11","2020-01-11",28.3640572390572
"12","2020-01-12",36.7548245614035
"13","2020-01-13",45.4212962962963
"14","2020-01-14",50.4341586151369
"15","2020-01-15",57.1616411609833
"16","2020-01-16",53.4728070175439
"17","2020-01-17",39.5691311612364
"18","2020-01-18",34.0833333333333
"19","2020-01-19",14.9451754385965
"20","2020-01-20",10.7757223942208
"21","2020-01-21",11.8830134546894
"22","2020-01-22",21.8142933915817
"23","2020-01-23",35.456015037594
"24","2020-01-24",47.6384768740032
"25","2020-01-25",37.3793859649123
"26","2020-01-26",26.5087719298246
"27","2020-01-27",33.607059314954
"28","2020-01-28",33.8989974937343
"29","2020-01-29",48.7847744360902
"30","2020-01-30",39.097632192369
"31","2020-01-31",46.4163533834586
"32","2020-02-01",37.5131578947368
"33","2020-02-02",27.6798245614035
"34","2020-02-03",43.9633655394525
"35","2020-02-04",28.0172153456764
"36","2020-02-05",35.84706331045
"37","2020-02-06",43.0492944317315
"38","2020-02-07",52.3862769572152
"39","2020-02-08",41.5877192982456
"40","2020-02-09",27.0528309409888
"41","2020-02-10",34.457987855013
"42","2020-02-11",34.7198678514468
"43","2020-02-12",24.6534688995215
"44","2020-02-13",34.8197482342219
"45","2020-02-14",37.7321354275016
"46","2020-02-15",29.0964912280702
"47","2020-02-16",18.344298245614
"48","2020-02-17",31.6259968102073
"49","2020-02-18",32.4729532163743
"50","2020-02-19",39.6550505050505
"51","2020-02-20",42.6655308258569
"52","2020-02-21",45.0473152578416
"53","2020-02-22",37.7083333333333
"54","2020-02-23",38.7127192982456
"55","2020-02-24",49.7337116538884
"56","2020-02-25",42.171739221676
"57","2020-02-26",25.0050050365147
"58","2020-02-27",19.1456482114377
"59","2020-02-28",33.0259170653908
"60","2020-02-29",30.5087719298246
"61","2020-03-01",18.4043668954996
"62","2020-03-02",13.9490031897927
"63","2020-03-03",18.9100877192982
"64","2020-03-04",39.6398325358852
"65","2020-03-05",30.2672305764411
"66","2020-03-06",17.2183958700579
"67","2020-03-07",16.4991228070175
"68","2020-03-08",25.9675925925926
"69","2020-03-09",27.2894340785073
"70","2020-03-10",32.1535087719298
"71","2020-03-11",43.5015057406362
"72","2020-03-12",48.1836124401914
"73","2020-03-13",39.6118421052632
"74","2020-03-14",26.9560185185185
"75","2020-03-15",16.7453703703704
"76","2020-03-16",11.6760310864882
"77","2020-03-17",16.0912607605971
"78","2020-03-18",27.4875912607606
"79","2020-03-19",23.9964300573568
"80","2020-03-20",20.0878280447322
"81","2020-03-21",13.1578947368421
"82","2020-03-22",7.9780701754386
"83","2020-03-23",10.7223955805191
"84","2020-03-24",8.37878735740954
"85","2020-03-25",14.7043233082707
"86","2020-03-26",17.4002539242844
"87","2020-03-27",19.2245614035088
"88","2020-03-28",15.9407894736842
"89","2020-03-29",16.2448512585812
"90","2020-03-30",13.9078947368421
"91","2020-03-31",12.3640350877193
"92","2020-04-01",8.40145571438478
"93","2020-04-02",9.55511060259344
"94","2020-04-03",17.9790669856459
"95","2020-04-04",16.8771929824561
"96","2020-04-05",13.4978070175439
"97","2020-04-06",20.8094428264337
"98","2020-04-07",21.1488776288547
"99","2020-04-08",17.4623205741627
"100","2020-04-09",18.1851851851852
"101","2020-04-10",14.4976851851852
"102","2020-04-11",15.0231481481481
"103","2020-04-12",10.6134259259259
"104","2020-04-13",7.30787037037037
"105","2020-04-14",16.775462962963
"106","2020-04-15",15.7566137566138
"107","2020-04-16",10.3655211535646
"108","2020-04-17",17.5883838383838
"109","2020-04-18",10.6805555555556
"110","2020-04-19",6.58564814814815
"111","2020-04-20",22.6717132505176
"112","2020-04-21",14.5490196078431
"113","2020-04-22",8.97555916305916
"114","2020-04-23",16.9814442736544
"115","2020-04-24",22.063437166698
"116","2020-04-25",14.4305555555556
"117","2020-04-26",10.5092592592593
"118","2020-04-27",15.3680555555556
"119","2020-04-28",9.89402173913044
"120","2020-04-29",12.6212121212121
"121","2020-04-30",12.4893578643579
"122","2020-05-01",6.71319603356217
"123","2020-05-02",10.0241228070175
"124","2020-05-03",10.1754385964912
"125","2020-05-04",22.1123205741627
"126","2020-05-05",24.004955570745
"127","2020-05-06",23.2937053602385
"128","2020-05-07",16.6640749601276
"129","2020-05-08",12.1327751196172
"130","2020-05-09",10.4802631578947
"131","2020-05-10",5.21271929824561
"132","2020-05-11",10.6427518896054
"133","2020-05-12",12.8303342347965
"134","2020-05-13",12.5716374269006
"135","2020-05-14",15.2354101657305
"136","2020-05-15",14.0820175438596
"137","2020-05-16",10.280701754386
"138","2020-05-17",8.64473684210526
"139","2020-05-18",21.5428559958248
"140","2020-05-19",22.7702274460856
"141","2020-05-20",30.3208536214679
"142","2020-05-21",29.799606476666
"143","2020-05-22",25.9328914391241
"144","2020-05-23",14.7697368421053
"145","2020-05-24",7.23464912280702
"146","2020-05-25",17.3613294600137
"147","2020-05-26",24.1900969529086
"148","2020-05-27",17.6081510594668
"149","2020-05-28",14.037020664309
"150","2020-05-29",19.5526315789474
"151","2020-05-30",10.8464912280702
"152","2020-05-31",8.69956140350877
"153","2020-06-01",14.2105263157895
"154","2020-06-02",18.3473651233347
"155","2020-06-03",14.7328750895685
"156","2020-06-04",15.4674280397965
